sequence,move to front,opt,opt free,discrete doa,continuous doa
"0,0,0,0,0,2,1,2",13,12,12,12,12
"4,0,0,1,4,1,4,1",20,16,16,19,16
"0,0,0,0,4,2,1,4",20,17,17,17,18
"4,3,3,2,4,0,2,1",31,27,27,29,30
"0,0,0,0,1,1,4,4",13,13,13,13,13
"0,0,0,0,0,3,3,4",15,15,15,15,15
"2,1,4,2,1,2,1,4",24,19,20,23,20
"4,3,3,1,4,0,2,1",31,26,26,29,29
"1,0,0,4,2,1,4,4",22,18,18,18,19
"2,4,3,3,1,4,2,1",29,24,26,27,28
"0,4,1,3,2,0,1,0",30,19,19,19,19
"4,3,2,4,2,3,1,0",33,27,27,30,30
"0,0,0,0,3,3,0,1",14,14,14,14,14
"4,3,1,4,1,1,3,1",25,19,22,22,22
"0,0,0,0,0,0,1,0",10,9,9,9,9
"4,3,1,4,1,3,0,2",31,26,26,29,29
"1,1,1,4,0,2,4,4",20,18,18,18,19
"4,1,0,1,0,4,4,4",20,16,16,19,16
"2,4,0,0,0,2,4,2",21,17,17,20,17
"4,3,0,1,0,2,1,0",30,19,19,19,19
"0,4,3,2,4,1,2,3",31,24,26,28,28
"4,0,1,0,3,2,1,0",30,19,19,19,19
"1,1,0,1,4,2,0,4",23,19,19,19,20
"2,1,3,4,0,2,1,0",33,21,21,21,21
"0,0,0,0,2,2,0,4",15,15,15,15,15
"0,2,4,3,1,3,4,1",27,21,24,25,24
"4,3,4,1,3,0,1,2",31,26,26,29,29
"0,0,0,0,1,2,2,2",11,11,11,11,11
"3,4,0,3,0,0,3,4",23,19,19,23,19
"4,3,3,1,4,2,0,1",32,26,26,29,29
"4,3,0,0,4,3,3,4",23,19,20,23,20
"4,3,4,2,3,1,0,2",34,27,27,30,30
"2,1,0,4,3,2,0,1",33,21,21,21,21
"0,4,3,2,2,3,4,3",24,20,23,23,23
"2,4,3,1,1,3,4,2",28,24,27,28,28
"4,2,4,1,2,0,1,2",28,22,22,25,25
"0,4,1,2,4,4,4,0",22,18,18,18,19
"2,4,3,1,4,1,3,2",30,24,27,28,28
"1,0,1,0,4,1,2,4",23,19,19,19,20
"4,3,1,1,4,3,4,3",25,20,23,24,23
"0,0,0,0,2,2,2,2",10,10,10,10,10
"0,0,0,0,1,1,3,4",16,16,16,16,16
"2,4,1,0,2,3,1,0",33,21,21,21,21
"2,4,0,2,0,2,0,4",23,18,18,22,18
"0,0,0,0,0,0,2,4",14,14,14,14,14
"4,3,1,3,4,2,0,1",34,26,26,29,29
"0,0,0,0,0,2,1,4",16,15,15,15,15
"0,1,0,4,1,2,4,4",21,18,18,18,19
"0,2,1,2,3,0,1,3",24,19,19,21,21
"0,0,0,0,0,4,4,1",14,14,14,14,14
"0,0,0,0,0,1,2,4",15,15,15,15,15
"1,0,0,4,3,2,1,0",30,19,19,19,19
"0,4,3,2,2,4,3,2",26,20,23,23,23
"4,2,1,0,3,2,1,0",34,21,21,21,21
"2,4,1,1,3,4,2,3",28,23,25,26,27
"0,0,0,0,0,2,2,3",13,13,13,13,13
"2,0,4,3,1,3,4,1",28,21,24,25,24
"1,1,2,3,0,2,0,3",22,18,18,20,20
"4,1,3,0,0,2,1,0",30,19,19,19,19
"0,0,4,3,1,4,3,1",25,19,22,23,22
"0,0,0,0,0,2,1,0",14,11,11,11,11
"4,3,1,4,1,1,3,3",24,19,22,22,22
"0,0,0,0,0,1,0,1",11,10,10,10,10
"1,1,4,0,2,4,4,4",20,18,18,18,19
"4,3,2,4,1,1,2,3",31,24,27,28,28
"0,0,0,0,2,3,3,2",14,14,14,14,14
"4,3,1,1,3,3,1,4",23,20,23,23,23
"0,4,2,1,2,4,1,1",23,18,20,22,20
"4,2,3,4,1,3,1,2",31,24,27,28,28
"2,1,4,2,1,1,2,4",23,19,20,23,20
"4,2,3,4,1,2,1,3",32,24,27,28,28
"4,3,3,1,4,0,1,2",30,26,26,29,29
"0,2,4,3,1,4,3,1",28,21,24,25,24
"4,1,0,0,1,1,4,4",19,16,16,19,16
"4,1,2,4,4,0,4,4",23,18,18,18,19
"4,3,1,4,3,2,1,0",34,26,26,29,29
"0,4,2,1,4,4,4,4",20,17,17,17,18
"0,0,0,0,0,1,1,2",11,11,11,11,11
"4,3,1,3,1,1,4,3",25,20,23,23,23
"4,3,1,3,4,1,1,4",25,20,23,24,23
"4,1,0,0,1,1,0,4",20,17,17,20,17
"4,1,1,3,4,0,3,2",29,25,25,27,28
"0,2,1,1,3,2,0,3",22,19,19,21,21
"4,0,0,1,0,1,0,4",20,16,16,19,16
"4,3,1,1,4,3,2,0",31,26,26,29,29
"2,4,0,0,2,2,2,4",20,17,17,20,17
"0,0,0,0,0,2,4,3",18,17,17,17,17
"4,3,2,4,2,3,0,1",32,27,27,30,30
"3,4,0,3,0,3,4,0",25,19,19,23,19
"0,0,0,0,0,0,0,3",11,11,11,11,11
"1,1,4,3,0,4,3,0",26,20,21,24,23
"4,2,4,1,2,1,0,2",27,22,22,25,25
"4,2,1,2,4,1,1,4",24,19,21,23,22
"2,0,0,0,4,1,2,4",23,19,19,19,20
"1,0,4,3,0,2,1,0",30,19,19,19,19
"4,3,1,1,3,4,4,1",24,20,23,23,23
"1,1,4,3,0,3,4,0",25,20,21,24,23
"4,3,2,3,4,1,2,1",31,24,27,28,28
"0,2,2,2,4,1,0,4",22,19,19,19,20
"0,3,2,3,1,2,0,2",24,19,19,21,21
"0,4,1,0,0,1,4,1",20,16,16,19,16
"4,1,0,0,1,0,1,4",21,17,17,20,17
"2,4,1,0,3,2,0,1",33,21,21,21,21
"0,0,4,3,1,1,4,3",23,19,22,22,22
"4,2,1,4,2,1,1,2",25,19,21,23,21
"0,0,0,0,1,1,0,3",13,13,13,13,13
"0,0,0,0,2,3,4,4",17,17,17,17,17
"4,3,1,1,1,1,3,4",22,19,22,22,22
"0,4,2,1,4,0,4,4",24,18,18,18,19
"4,1,3,4,1,4,1,3",26,21,22,25,22
"0,2,0,4,1,2,4,4",23,19,19,19,20
"4,0,1,3,0,2,1,0",30,19,19,19,19
"2,0,4,3,1,2,0,1",33,21,21,21,21
"0,0,0,0,0,3,1,3",14,13,13,13,13
"3,3,4,1,0,1,4,0",26,21,21,25,23
"4,3,2,4,1,2,3,3",31,24,26,28,28
"2,1,4,0,3,2,1,0",34,21,21,21,21
"4,3,1,4,3,1,0,2",32,26,26,29,29
"4,3,1,3,1,1,4,1",24,19,22,22,22
"1,0,4,1,0,1,4,0",23,17,17,20,17
"0,0,4,3,1,3,4,1",24,19,22,23,22
"2,4,1,3,0,2,1,0",34,21,21,21,21
"3,0,4,2,1,2,4,1",29,21,23,25,23
"0,0,4,1,0,1,4,0",21,16,16,19,16
"0,0,0,0,1,1,1,4",13,13,13,13,13
"3,2,1,0,3,2,1,0",32,20,20,20,20
"4,0,0,1,0,1,4,0",21,16,16,19,16
"2,4,0,0,2,2,4,4",20,17,17,20,17
"4,3,1,3,1,1,1,4",23,19,22,22,22
"1,0,4,2,1,2,4,1",25,19,20,23,21
"4,3,2,4,1,2,3,1",33,24,27,28,28
"0,0,0,0,0,2,3,0",15,13,13,13,13
"0,0,0,0,0,4,4,2",15,15,15,15,15
"0,2,0,0,4,1,2,4",23,19,19,19,20
"2,4,3,1,4,2,3,1",33,24,27,29,28
"4,1,3,4,2,3,1,2",31,24,26,27,28
"4,3,1,4,1,4,3,1",27,21,23,25,23
"1,0,4,2,1,4,4,0",25,19,19,19,20
"1,4,0,3,0,2,1,0",30,19,19,19,19
"2,1,4,0,3,1,2,0",33,21,21,21,21
"0,4,3,1,4,1,3,3",24,19,22,22,22
"3,2,1,1,3,2,2,3",22,18,20,21,21
"0,0,2,2,4,0,1,4",21,19,19,19,20
"1,1,4,2,0,4,1,4",25,19,19,19,20
"2,1,2,1,3,0,3,0",22,18,18,20,20
"4,1,3,4,1,1,4,3",25,21,22,25,22
"0,2,2,3,1,3,0,1",22,19,19,21,21
"4,3,1,1,3,4,4,4",22,19,22,22,22
"4,0,3,2,1,0,1,0",30,19,19,19,19
"0,4,3,2,4,2,2,3",25,20,23,23,23
"0,0,0,0,0,3,3,0",12,12,12,12,12
"0,4,3,1,3,1,1,4",23,19,22,22,22
"0,0,0,0,0,2,0,0",11,10,10,10,10
"1,4,0,1,0,1,0,4",22,17,17,20,17
"1,4,1,0,1,0,4,1",22,17,17,20,17
"2,4,3,1,4,1,2,3",31,24,27,28,28
"4,3,2,2,3,4,0,1",30,27,27,30,30
"0,0,0,0,0,2,0,2",12,11,11,11,11
"0,0,0,0,3,1,1,3",14,13,14,14,14
"4,0,1,0,1,0,4,0",21,16,16,19,16
"0,0,4,2,1,4,0,4",24,18,18,18,19
"4,1,0,0,0,1,4,4",19,16,16,19,16
"4,1,0,0,1,0,4,1",22,17,17,20,17
"0,4,2,1,4,4,0,0",23,18,18,18,19
"1,0,0,4,1,2,4,4",21,18,18,18,19
"4,1,2,4,4,0,0,0",22,18,18,18,19
"4,3,2,4,1,2,2,3",31,24,26,28,28
"1,1,4,2,0,4,4,1",24,19,19,19,20
"0,4,3,1,1,3,4,3",23,19,22,22,22
"4,0,1,0,1,0,4,4",20,16,16,19,16
"0,0,0,0,4,1,2,4",19,17,17,17,18
"0,0,0,0,0,0,0,1",9,9,9,9,9
"4,2,1,2,4,1,1,1",23,18,20,22,20
"0,4,3,2,4,2,3,3",25,20,23,23,23
"4,0,1,0,0,1,0,4",20,16,16,19,16
"0,0,1,1,4,2,0,4",21,18,18,18,19
"0,0,0,0,0,1,4,2",16,15,15,15,15
"4,2,3,4,1,1,3,2",30,24,27,28,28
"4,0,1,0,1,4,0,0",21,16,16,19,16
"0,0,0,0,1,1,2,2",11,11,11,11,11
"4,2,3,4,1,2,3,1",33,24,27,28,28
"4,3,2,2,4,3,1,0",32,27,27,30,30
"4,2,1,4,4,4,0,4",24,18,18,18,19
"0,4,3,1,1,3,4,4",22,19,22,22,22
"0,0,0,0,0,3,2,1",17,14,14,14,14
"0,0,4,1,2,4,4,0",22,18,18,18,19
"2,4,1,0,3,2,1,0",34,21,21,21,21
"0,4,1,0,0,1,0,4",20,16,16,19,16
"2,3,1,2,3,1,0,3",27,21,21,24,24
"1,4,3,0,2,1,0,0",30,19,19,19,19
"0,0,0,0,0,2,4,0",16,14,14,14,14
"0,4,3,1,4,1,1,3",24,19,22,22,22
"4,3,1,1,4,1,3,3",24,19,22,22,22
"4,3,2,2,4,3,3,4",25,21,24,25,24
"0,0,0,4,1,2,4,4",19,17,17,17,18
"0,4,1,0,1,0,0,4",20,16,16,19,16
"0,0,0,0,0,0,1,1",9,9,9,9,9
"2,1,2,0,3,1,3,1",23,18,18,20,20
"4,2,0,4,2,0,0,2",24,18,19,22,19
"0,0,0,0,0,1,1,1",9,9,9,9,9
"4,3,1,4,1,4,1,3",26,21,23,25,23
"4,1,0,0,1,1,1,4",19,16,16,19,16
"4,3,4,2,3,0,2,1",32,27,27,29,30
"3,1,4,2,0,3,1,0",35,22,22,22,22
"4,2,1,2,4,1,2,1",26,19,21,23,21
"0,0,0,0,0,3,4,1",18,16,16,16,16
"2,4,1,0,3,1,2,0",33,21,21,21,21
"2,1,4,0,3,2,0,1",33,21,21,21,21
"1,0,4,0,3,2,1,0",30,19,19,19,19
"3,4,1,3,1,1,3,4",24,20,22,24,22
"0,0,0,0,2,2,0,3",14,14,14,14,14
"0,0,0,0,1,1,1,3",12,12,12,12,12
"0,0,0,0,0,4,4,4",12,12,12,12,12
"0,0,0,4,2,1,4,4",20,17,17,17,18
"0,0,0,0,1,3,3,1",13,13,13,13,13
"0,0,0,0,2,3,3,4",17,17,17,17,17
"4,2,2,3,4,1,0,3",32,26,26,29,29
"0,0,0,0,1,2,3,3",14,14,14,14,14
"0,4,3,2,4,2,3,2",26,20,23,23,23
"2,3,0,2,3,0,0,3",22,17,17,20,17
"4,1,0,0,1,1,4,1",20,16,16,19,16
"0,0,0,0,0,0,2,2",10,10,10,10,10
"0,0,2,0,4,1,2,4",23,19,19,19,20
"1,0,2,3,1,2,1,3",23,18,18,20,20
"0,0,2,2,4,1,0,4",22,19,19,19,20
"3,4,1,0,0,1,4,3",27,22,22,26,22
"4,2,0,4,2,0,1,2",28,21,21,25,22
"0,0,0,0,1,1,2,4",15,15,15,15,15
"0,0,0,0,2,4,4,2",15,15,15,15,15
"0,0,0,0,0,0,4,1",14,13,13,13,13
"0,0,0,0,0,2,4,2",15,14,14,14,14
"2,4,3,1,3,4,1,2",30,24,27,28,28
"1,4,3,2,0,1,2,0",33,21,21,21,21
"0,0,0,0,0,1,3,2",15,14,14,14,14
"0,1,1,4,0,2,4,4",20,18,18,18,19
"2,1,0,4,2,3,1,0",33,21,21,21,21
"4,0,1,3,2,0,1,0",30,19,19,19,19
"4,1,0,0,0,1,0,4",20,16,16,19,16
"0,0,4,2,1,4,4,0",23,18,18,18,19
"4,3,2,4,3,0,2,1",34,27,27,30,30
"2,0,4,3,1,4,3,1",29,21,24,25,24
"0,1,1,1,4,2,0,4",21,18,18,18,19
"2,3,1,2,3,0,1,3",28,21,21,24,24
"4,3,3,2,4,1,0,2",33,27,27,30,30
"0,0,0,0,1,3,4,4",16,16,16,16,16
"4,3,1,1,4,1,1,3",24,19,22,22,22
"0,0,0,0,0,0,2,3",13,13,13,13,13
"4,3,2,0,1,0,1,0",30,19,19,19,19
"1,4,2,3,0,1,2,0",33,21,21,21,21
"4,2,1,1,4,2,0,4",27,22,23,23,25
"4,1,0,0,1,4,0,0",21,16,16,19,16
"0,2,2,4,0,1,4,4",21,19,19,19,20
"4,3,1,0,2,1,0,0",30,19,19,19,19
"0,4,1,0,0,1,1,4",19,16,16,19,16
"4,3,1,1,4,3,0,2",30,26,26,29,29
"0,0,0,0,1,4,4,3",17,17,17,17,17
"0,1,0,4,3,2,1,0",30,19,19,19,19
"4,3,1,1,1,4,3,1",25,19,22,22,22
"4,2,1,4,2,4,0,1",29,23,23,23,25
"2,1,0,3,4,2,1,0",33,21,21,21,21
"4,3,2,4,1,3,3,2",32,25,26,29,29
"0,0,0,0,2,0,0,2",12,11,11,12,11
"4,2,1,4,2,0,4,1",30,23,23,23,25
"0,0,0,0,0,0,3,1",13,12,12,12,12
"0,4,3,2,2,4,3,3",24,20,23,23,23
"4,0,1,0,0,1,4,4",19,16,16,19,16
"0,0,0,0,2,2,0,1",13,13,13,13,13
"4,2,1,4,2,0,1,4",31,23,23,23,25
"3,1,4,3,1,3,1,4",25,20,21,24,21
"4,3,1,3,4,2,1,0",33,26,26,29,29
"4,3,2,4,3,2,1,0",34,27,27,30,30
"0,0,0,0,0,1,0,3",13,12,12,12,12
"4,3,1,1,1,4,1,3",24,19,22,22,22
"4,2,1,4,0,2,4,4",28,21,21,21,23
"4,3,1,1,4,1,3,1",25,19,22,22,22
"3,2,1,1,3,2,3,2",23,18,20,21,21
"2,4,3,1,3,4,2,1",31,24,27,29,28
