sequence,move to front,opt,opt free,discrete doa,continuous doa
"0,2,3,1,1,2,1,1,3,2,3,2",29,23,26,26,26
"2,0,3,0,3,2,1,0,1,2,0,0",33,26,26,31,26
"2,0,1,3,2,0,1,3,0,2,1,0",42,27,27,27,27
"3,2,0,2,0,3,1,0,3,1,0,3",37,27,28,32,28
"0,0,0,3,2,3,1,2,0,0,1,1",29,24,24,26,27
"0,3,2,1,0,2,3,1,0,2,1,0",42,27,27,27,27
"2,1,3,0,0,2,1,0,3,2,1,0",42,27,27,27,27
"1,3,2,3,0,2,1,0,2,1,0,2",38,28,28,33,29
"0,0,0,0,0,0,0,0,0,2,2,3",17,17,17,17,17
"2,3,1,0,2,3,1,0,2,3,1,0",47,30,30,30,30
"3,2,3,1,2,0,0,1,2,3,1,1",36,29,29,31,33
"2,3,0,2,3,0,1,3,0,1,3,0",38,27,27,32,27
"0,0,0,0,0,0,0,0,0,2,1,1",16,15,15,15,15
"2,3,1,2,1,1,3,0,2,3,2,0",36,28,30,31,32
"3,0,2,1,0,3,2,1,0,2,1,0",42,27,27,27,27
"3,2,0,0,3,2,1,3,2,3,2,1",35,27,28,32,28
"0,0,0,0,0,0,0,0,1,1,1,2",15,15,15,15,15
"0,3,2,1,1,3,2,3,0,1,2,0",37,29,30,33,33
"2,3,0,1,2,3,0,1,2,0,1,0",42,27,27,27,27
"0,3,2,1,2,1,1,1,3,2,3,2",29,23,26,26,26
"0,2,1,2,3,1,3,0,1,1,1,0",29,24,24,27,27
"3,2,1,1,1,1,3,2,2,2,2,3",26,22,25,25,25
"0,0,0,0,0,0,0,0,0,0,0,0",12,12,12,12,12
"2,3,0,2,3,0,1,0,3,0,1,3",36,27,27,32,27
"0,0,0,0,0,0,0,1,1,3,3,0",18,18,18,18,18
"0,0,3,2,0,3,0,2,3,0,3,0",31,23,23,27,23
"0,0,1,3,1,1,1,1,2,3,0,2",27,23,23,23,25
"0,0,0,0,0,0,0,0,0,3,0,3",17,16,16,16,16
"2,0,3,1,2,0,1,0,3,2,1,0",42,27,27,27,27
"0,0,0,0,0,0,0,0,1,0,0,2",16,15,15,15,15
"3,2,3,0,2,1,0,0,2,0,1,2",35,27,27,32,28
"0,0,0,0,0,0,0,0,0,0,0,3",15,15,15,15,15
"0,0,0,0,0,0,0,0,0,0,2,3",17,17,17,17,17
"2,1,3,0,0,2,1,3,0,2,1,0",42,27,27,27,27
"2,3,1,2,1,1,3,0,2,0,3,2",36,28,30,31,32
"3,2,1,1,3,2,3,0,2,0,3,2",36,28,30,32,32
"0,0,0,1,3,0,0,0,2,3,1,2",28,23,23,23,25
"2,3,1,1,3,1,1,2,3,3,3,2",27,23,26,26,26
"0,0,0,0,0,0,0,0,0,2,2,0",15,15,15,15,15
"3,2,0,3,0,3,2,1,0,2,1,0",38,28,28,33,28
"0,0,0,0,0,0,0,0,1,0,3,0",18,16,16,16,16
"0,3,2,3,1,2,0,0,0,0,1,0",30,24,24,26,27
"0,0,0,0,0,0,0,0,0,3,3,1",17,17,17,17,17
"2,3,1,1,1,3,1,1,2,3,2,3",28,23,26,26,26
"2,3,0,2,3,0,1,3,0,3,0,1",36,27,27,32,27
"0,0,0,3,0,0,0,0,2,3,1,2",26,22,22,22,24
"0,0,0,0,1,3,1,2,3,0,2,2",27,23,23,23,25
"0,3,2,1,1,1,1,3,2,2,3,3",26,22,25,25,25
"2,3,1,0,2,1,3,0,2,0,1,0",42,27,27,27,27
"2,3,1,3,1,3,2,0,1,2,1,0",36,28,29,32,32
"0,0,0,0,0,0,0,0,0,1,2,0",17,15,15,15,15
"0,3,2,1,1,1,1,3,2,2,3,2",27,22,25,25,25
"0,2,2,3,1,0,1,3,0,0,3,0",30,24,24,27,27
"0,0,0,0,0,0,0,1,1,1,3,3",16,16,16,16,16
"3,0,2,0,2,3,1,0,3,1,0,3",37,27,28,32,28
"3,2,0,3,2,1,3,0,3,0,3,1",37,28,28,33,28
"1,1,2,3,0,0,3,0,2,3,3,2",28,24,24,27,27
"0,0,0,0,0,0,0,1,1,1,2,3",18,18,18,18,18
"2,3,1,0,2,1,0,3,2,1,0,0",42,27,27,27,27
"2,3,1,1,2,2,3,0,1,3,0,1",36,28,29,31,32
"0,0,0,0,0,0,0,0,0,2,3,1",20,18,18,18,18
"2,1,0,0,3,2,1,0,3,2,1,0",42,27,27,27,27
"3,2,3,1,1,2,3,3,0,2,1,0",36,31,31,31,34
"3,2,0,3,2,1,3,0,1,3,3,0",38,28,28,33,28
"3,2,0,3,2,1,3,0,3,3,0,1",36,28,28,33,28
"0,0,0,0,0,0,0,0,1,1,2,1",16,15,15,15,15
"0,0,0,0,1,3,0,2,3,1,2,2",28,23,23,23,25
"2,1,2,3,1,3,0,1,1,1,1,0",29,24,24,27,27
"2,0,3,1,2,0,1,3,0,2,1,0",42,27,27,27,27
"3,2,3,1,2,0,0,0,0,1,1,1",29,24,24,26,27
"0,0,0,0,0,0,0,1,2,2,1,1",16,16,16,16,16
"0,2,3,1,1,2,2,2,3,1,3,1",28,23,26,26,26
"2,0,1,3,0,2,1,0,3,2,1,0",42,27,27,27,27
"3,2,3,1,2,3,2,3,1,2,2,1",33,26,27,31,28
"0,0,0,0,0,3,0,0,2,3,1,2",26,22,22,22,24
"0,0,3,2,1,1,1,1,3,2,3,2",27,22,25,25,25
"0,0,0,0,0,0,0,0,1,1,1,1",13,13,13,13,13
"3,2,0,3,2,1,3,3,0,1,3,0",38,28,28,33,28
"0,0,0,0,0,3,0,2,3,1,2,2",26,22,22,22,24
"3,2,0,0,3,2,1,3,2,1,2,3",36,27,28,32,28
"3,0,2,2,3,0,0,1,3,2,1,1",33,28,28,28,31
"2,3,1,3,1,1,2,0,3,3,0,2",33,28,30,32,32
"0,0,0,3,0,2,3,1,2,2,2,0",29,23,23,23,25
"0,0,0,0,0,0,0,0,2,2,2,2",14,14,14,14,14
"0,3,2,3,1,2,0,0,1,1,1,1",29,24,24,26,27
"2,3,0,2,3,1,0,3,1,0,3,0",38,27,27,32,27
"2,3,0,2,3,1,0,3,0,3,0,1",36,27,27,32,27
"0,0,0,0,1,3,0,0,2,3,1,2",28,23,23,23,25
"0,0,3,0,0,0,0,2,3,1,2,2",26,22,22,22,24
"3,2,3,0,2,0,1,2,0,0,2,1",34,27,27,32,28
"2,3,1,1,2,1,1,1,3,2,2,3",28,23,26,26,26
"0,3,0,0,0,2,3,1,2,2,2,2",26,22,22,22,24
"3,2,0,2,0,3,1,0,3,0,1,3",36,27,28,32,28
"0,2,3,0,2,3,1,0,3,1,0,3",37,27,27,32,27
"0,3,2,1,2,3,1,3,0,1,1,0",33,26,27,30,30
"2,1,0,3,2,0,1,0,3,2,1,0",42,27,27,27,27
"1,0,2,3,1,1,3,3,2,1,1,2",28,24,24,27,27
"2,1,3,0,2,1,0,3,0,2,1,0",42,27,27,27,27
"0,0,0,0,0,0,0,0,0,0,2,0",15,14,14,14,14
"2,3,1,1,3,3,3,2,1,1,2,1",27,23,26,26,26
"0,0,0,0,0,0,0,0,2,0,0,2",16,15,15,16,15
"2,3,1,2,1,2,3,0,1,0,3,1",37,28,29,31,32
"3,0,2,3,1,2,2,2,2,2,2,2",26,22,22,22,24
"3,2,0,3,0,3,2,0,1,0,2,1",36,28,28,33,28
"3,2,3,1,2,0,0,0,1,1,1,1",29,24,24,26,27
"0,3,2,1,1,1,3,2,2,2,3,2",27,22,25,25,25
"2,3,0,1,0,2,1,0,3,2,1,0",42,27,27,27,27
"0,0,0,0,0,0,0,0,0,0,1,2",15,15,15,15,15
"2,3,1,1,2,1,3,0,2,0,2,3",35,28,30,31,32
"2,3,1,1,2,1,3,0,2,2,3,0",35,28,30,31,32
"0,3,2,1,2,3,1,3,0,2,1,0",38,29,30,33,33
"1,0,2,3,1,1,2,1,3,2,2,3",30,24,24,27,27
"0,3,2,3,1,2,0,0,0,1,0,0",30,24,24,26,27
"0,0,0,0,1,1,3,1,2,3,0,2",27,23,23,23,25
"0,0,0,0,0,0,0,1,1,0,0,0",14,14,14,14,14
"2,3,1,1,2,1,3,0,2,2,0,3",34,28,30,31,32
"0,0,0,0,0,0,0,1,1,1,1,3",16,16,16,16,16
"2,3,1,1,1,2,2,2,3,1,1,3",27,23,26,26,26
"0,0,3,0,0,2,3,1,2,2,2,2",26,22,22,22,24
"0,0,1,0,0,3,0,2,3,1,2,2",28,23,23,23,25
"1,0,2,3,1,2,1,2,3,1,1,3",31,24,24,27,27
"2,3,1,1,3,1,1,2,3,3,2,3",28,23,26,26,26
"0,3,0,0,2,3,1,2,2,2,2,2",26,22,22,22,24
"0,0,0,0,0,0,0,0,1,0,2,1",18,16,16,16,16
"0,0,0,0,0,0,0,0,3,2,2,3",19,18,19,19,19
"0,0,0,3,2,3,1,2,0,1,0,0",30,24,24,26,27
"2,3,1,3,1,3,2,0,1,0,2,1",36,28,29,32,32
"0,3,2,3,1,2,0,0,1,0,0,0",30,24,24,26,27
"3,2,1,0,3,2,0,1,3,2,0,1",47,30,30,30,30
"0,3,2,1,0,2,1,3,0,2,1,0",42,27,27,27,27
"0,2,3,1,1,2,1,1,3,2,2,3",28,23,26,26,26
"0,0,0,0,0,0,0,0,2,3,3,2",18,18,18,18,18
"0,0,0,0,0,0,0,1,2,2,2,1",16,16,16,16,16
"2,3,1,1,2,1,3,0,2,0,3,2",36,28,30,31,32
"2,3,1,1,1,2,2,2,3,1,3,1",28,23,26,26,26
"2,3,1,1,3,1,1,1,2,3,3,2",27,23,26,26,26
"0,0,0,3,0,2,3,1,2,2,2,2",26,22,22,22,24
"2,3,1,0,2,3,0,1,2,0,1,0",42,27,27,27,27
"2,3,1,1,2,2,2,2,3,1,1,3",27,23,26,26,26
"2,3,1,3,2,1,0,2,1,0,2,1",38,28,29,34,30
"0,0,0,0,0,0,0,0,1,1,2,2",15,15,15,15,15
"3,2,1,1,1,1,1,1,3,2,3,2",27,22,25,25,25
"0,0,0,0,0,0,0,1,1,0,0,1",15,15,15,15,15
"0,0,0,0,0,0,0,0,2,2,1,1",16,16,16,16,16
"0,0,3,0,2,3,0,2,3,0,0,3",30,23,23,27,23
"0,0,3,2,3,1,2,0,0,0,1,0",30,24,24,26,27
"0,3,0,2,0,3,0,2,3,0,0,3",30,23,23,27,23
"2,0,3,1,0,2,1,0,3,2,1,0",42,27,27,27,27
"1,0,2,3,1,1,3,1,2,3,3,2",29,24,24,27,27
"2,2,3,1,0,1,3,0,0,3,3,3",29,24,24,27,27
"3,2,0,3,0,3,1,2,0,2,1,0",38,28,28,33,28
"0,0,0,0,0,0,0,0,1,2,0,0",17,15,15,15,15
"2,3,1,1,1,3,1,1,2,3,3,2",27,23,26,26,26
"2,3,0,1,2,0,1,3,0,2,1,0",42,27,27,27,27
"1,1,2,3,0,0,2,0,3,2,3,2",30,24,24,27,27
"2,3,1,1,2,1,3,0,2,3,0,2",37,28,30,31,32
"3,2,3,0,2,1,0,2,0,1,2,2",35,27,27,32,28
"0,0,0,0,0,0,0,0,2,2,0,3",18,18,18,18,18
"0,0,0,3,2,1,1,1,3,2,2,3",26,22,25,25,25
"2,0,3,1,0,2,1,3,0,2,1,0",42,27,27,27,27
"1,2,3,1,3,1,2,0,3,0,2,3",35,28,28,33,30
"1,0,2,3,1,2,1,2,3,1,3,1",32,24,24,27,27
"2,0,2,1,3,0,3,1,0,1,3,0",34,26,26,31,26
"0,0,0,0,0,0,0,0,1,0,0,1",15,14,14,14,14
"0,0,0,0,0,0,0,0,0,3,2,0",20,17,17,17,17
"0,0,0,0,0,0,0,0,1,2,2,1",16,16,16,16,16
"2,3,0,2,3,1,0,3,1,0,3,3",37,27,27,32,27
"0,2,3,1,1,3,1,1,2,3,2,3",28,23,26,26,26
"0,0,0,0,1,3,1,1,2,3,0,2",27,23,23,23,25
"3,2,1,1,1,3,2,2,2,2,3,3",26,22,25,25,25
"0,3,0,2,2,3,1,1,0,3,2,0",34,29,29,29,32
"0,0,0,0,0,0,0,0,0,3,0,1",18,16,16,16,16
"0,0,0,0,0,0,0,0,0,3,1,3",18,17,17,17,17
"0,0,0,0,0,0,0,0,1,1,2,0",17,16,16,16,16
"2,3,0,2,3,1,0,3,0,1,0,3",37,27,27,32,27
"2,3,1,1,2,2,2,2,3,1,3,1",28,23,26,26,26
"2,3,1,2,1,1,1,1,3,2,2,3",28,23,26,26,26
"0,0,0,1,0,3,0,0,2,3,1,2",28,23,23,23,25
"0,0,0,0,0,0,0,0,1,1,0,3",17,17,17,17,17
"0,0,0,0,3,2,3,1,2,0,1,0",30,24,24,26,27
"0,3,2,3,1,2,0,1,2,1,0,2",36,28,28,33,30
"2,3,1,2,1,1,1,3,2,2,2,3",28,23,26,26,26
"0,3,2,3,0,2,1,0,2,1,0,2",36,27,27,32,28
"0,0,0,0,0,0,0,0,1,0,2,3",19,18,18,18,18
"0,0,0,0,0,0,0,0,1,2,0,1",19,16,16,16,16
"2,3,1,3,1,1,2,0,3,2,0,3",36,28,30,32,32
"2,3,0,2,3,1,0,3,0,1,3,3",36,27,27,32,27
"3,2,0,2,3,0,1,0,3,0,1,3",36,27,28,32,28
"0,0,0,0,0,0,0,0,0,3,2,1",21,18,18,18,18
"0,0,0,0,0,0,0,0,1,1,3,1",17,16,16,16,16
"1,3,2,3,1,2,0,1,2,0,1,2",37,28,28,33,29
"0,0,0,0,0,0,0,0,0,0,2,1",16,15,15,15,15
"0,0,0,0,0,0,0,0,3,3,1,2",20,20,20,20,20
"0,0,2,1,2,3,1,3,0,1,0,1",30,24,24,27,27
"2,3,0,1,2,0,1,3,2,0,1,0",42,27,27,27,27
"1,3,1,2,2,3,1,1,0,3,2,0",34,29,29,29,32
"0,0,0,0,0,0,0,0,1,1,1,3",16,16,16,16,16
"3,2,1,1,1,1,3,2,2,3,2,2",27,22,25,25,25
"2,3,1,1,2,1,1,3,2,2,2,3",28,23,26,26,26
"3,2,3,0,2,0,1,0,2,0,1,2",35,27,27,32,28
"0,2,2,3,1,0,1,3,0,0,3,3",29,24,24,27,27
"3,2,3,0,2,1,0,2,0,2,1,0",36,27,27,32,28
"2,1,2,1,1,3,0,3,2,0,1,2",35,28,29,30,32
"3,2,0,1,0,2,3,1,0,2,1,0",42,27,27,27,27
"3,0,2,1,0,2,1,0,3,2,1,0",42,27,27,27,27
"2,3,1,1,2,2,3,0,1,0,1,3",34,28,29,31,32
"2,3,0,1,2,0,3,1,0,2,1,0",42,27,27,27,27
"3,2,3,1,2,0,0,0,0,0,1,1",29,24,24,26,27
"0,0,1,0,0,0,3,0,2,3,1,2",28,23,23,23,25
"2,3,1,1,3,3,2,0,1,0,2,1",34,28,29,33,32
"0,0,0,3,2,3,1,2,0,0,1,0",30,24,24,26,27
"2,1,0,3,2,1,0,3,0,2,1,0",42,27,27,27,27
"3,2,1,2,3,1,3,1,0,2,2,0",35,28,30,32,32
"0,0,0,0,0,0,0,1,1,1,1,1",13,13,13,13,13
"0,3,2,1,1,2,2,2,3,1,3,1",28,23,26,26,26
"0,0,0,2,0,2,1,3,0,3,1,0",29,23,23,27,23
"2,3,1,2,1,1,3,0,2,2,3,0",35,28,30,31,32
"3,2,1,0,3,2,1,0,3,2,1,0",48,30,30,30,30
"0,0,0,0,0,0,0,0,0,0,0,2",14,14,14,14,14
"0,0,0,0,0,0,0,0,1,3,3,1",17,17,17,17,17
"2,3,1,1,3,3,3,2,1,1,1,2",26,23,26,26,26
"0,3,0,0,2,3,0,2,3,0,3,0",31,23,23,27,23
"2,1,3,0,2,1,3,0,0,2,1,0",42,27,27,27,27
"0,0,3,2,3,1,2,0,0,0,0,1",29,24,24,26,27
"0,0,3,0,2,3,0,2,3,0,3,0",31,23,23,27,23
"0,2,1,2,3,0,3,1,0,0,0,1",30,24,24,27,27
"3,2,0,0,3,2,1,2,3,1,2,3",36,27,28,32,28
"2,3,0,2,0,3,1,0,3,1,0,3",37,27,27,32,27
"2,3,1,2,1,1,1,1,3,2,3,2",29,23,26,26,26
"3,2,1,1,3,2,3,0,1,1,2,0",37,29,30,33,33
"2,3,1,1,2,2,2,3,1,3,1,1",28,23,26,26,26
"0,3,2,3,1,2,0,0,0,0,1,1",29,24,24,26,27
"0,2,1,3,0,2,1,3,0,2,1,0",42,27,27,27,27
"2,3,1,1,2,1,1,3,2,2,3,3",28,23,26,26,26
"3,2,0,0,3,2,1,2,3,2,1,3",35,27,28,32,28
"2,1,0,3,2,1,0,0,3,2,1,0",42,27,27,27,27
"3,2,1,1,1,3,2,2,2,2,3,2",27,22,25,25,25
"0,3,2,3,0,2,1,0,2,0,1,2",35,27,27,32,28
"3,2,3,0,2,1,0,2,1,0,0,2",36,27,27,32,28
"1,2,3,0,3,0,2,1,3,1,2,3",36,28,28,33,30
"0,0,0,0,3,0,0,0,2,3,1,2",26,22,22,22,24
"3,0,3,1,2,0,2,1,0,2,1,0",36,27,27,32,27
"0,0,0,0,0,0,0,0,0,2,1,0",18,15,15,15,15
"0,0,0,0,0,0,0,0,0,2,2,1",16,16,16,16,16
"2,0,2,1,3,0,3,1,0,1,2,0",35,27,27,32,27
"3,2,1,2,3,1,3,0,1,0,1,1",34,26,27,30,30
"3,2,1,1,1,1,1,3,2,2,2,3",26,22,25,25,25
"0,0,0,0,1,0,3,0,2,3,1,2",28,23,23,23,25
"2,2,3,1,0,1,3,0,0,0,3,3",29,24,24,27,27
"0,0,0,0,0,0,0,0,0,3,1,1",17,16,16,16,16
"2,3,1,1,2,1,1,3,2,2,3,2",29,23,26,26,26
"1,1,2,3,0,0,3,3,2,0,0,2",27,24,24,27,27
"0,0,0,1,3,1,2,3,0,2,2,2",27,23,23,23,25
"3,0,2,2,3,1,1,0,3,2,0,0",34,29,29,29,32
"0,0,0,0,0,0,0,0,1,1,1,0",14,14,14,14,14
"2,0,3,0,2,3,1,0,3,1,0,3",37,27,27,32,27
"0,0,0,0,0,0,0,1,1,0,3,3",17,17,17,17,17
"3,2,0,0,3,2,1,3,2,3,1,2",36,27,28,32,28
"1,3,1,2,2,3,0,0,1,3,2,1",35,30,30,30,33
"2,3,0,2,3,0,1,3,0,0,3,1",35,27,27,32,27
"3,2,1,2,3,1,3,0,1,1,0,3",35,28,29,32,32
"3,2,0,1,2,0,3,1,0,2,1,0",42,27,27,27,27
"0,0,2,1,2,3,0,3,1,0,1,0",31,24,24,27,27
"3,0,0,2,2,3,0,0,1,3,2,1",33,28,28,28,31
"0,0,0,0,0,0,0,0,1,1,0,1",15,14,14,14,14
"0,0,0,0,0,0,0,1,2,2,1,3",19,19,19,19,19
"0,0,0,0,0,0,0,0,0,3,3,0",16,16,16,16,16
"0,0,0,0,0,0,0,0,0,2,0,1",17,15,15,15,15
"3,2,1,0,2,3,1,0,2,3,1,0",47,30,30,30,30
"2,3,1,0,2,0,3,1,0,2,1,0",42,27,27,27,27
"3,2,3,1,2,3,2,3,1,2,1,2",34,26,27,31,28
"3,1,1,3,3,2,0,2,1,0,3,1",35,29,30,31,33
"0,0,0,0,3,2,3,1,2,0,0,1",29,24,24,26,27
"2,3,1,2,1,2,3,0,1,1,3,0",36,28,29,31,32
"2,3,2,1,1,3,0,0,2,3,1,2",36,31,31,31,34
"3,2,1,2,3,1,3,0,1,1,0,0",33,26,27,30,30
"3,2,1,1,3,2,3,0,1,0,1,2",37,29,30,33,33
"3,2,1,1,1,3,2,2,2,3,3,3",26,22,25,25,25
"0,0,0,0,0,0,0,0,1,2,2,3",18,18,18,18,18
"3,2,0,3,2,1,3,0,3,3,1,0",37,28,28,33,28
"0,3,0,0,0,0,0,0,2,3,1,2",26,22,22,22,24
"3,2,3,0,2,0,1,2,0,2,0,1",35,27,27,32,28
"2,3,1,0,2,0,1,3,2,0,1,0",42,27,27,27,27
"2,1,2,3,0,3,1,0,0,0,0,1",30,24,24,27,27
"2,3,1,1,2,2,3,0,1,1,3,0",34,28,29,31,32
"2,3,1,0,2,1,3,0,2,1,0,0",42,27,27,27,27
"2,3,1,1,3,3,2,0,1,1,2,0",33,28,29,32,32
"0,0,0,0,0,0,0,0,1,2,0,3",20,18,18,18,18
"2,3,1,1,2,1,3,0,2,3,2,0",36,28,30,31,32
"1,2,3,0,2,3,1,0,3,0,1,3",38,28,28,33,28
"3,0,2,3,0,2,1,3,0,3,1,0",39,28,28,33,28
"0,3,2,1,1,3,2,3,0,2,2,0",32,26,28,30,30
"2,1,1,2,1,3,0,3,2,0,1,2",35,28,29,30,32
"3,2,3,1,2,0,0,0,1,0,0,0",30,24,24,26,27
"1,3,0,2,2,3,1,1,0,3,2,0",36,30,30,30,33
"2,1,2,3,0,3,1,0,0,1,1,1",30,24,24,27,27
"3,2,1,1,1,3,2,3,0,2,2,0",32,26,29,30,30
"0,0,0,0,0,0,0,0,0,3,3,3",15,15,15,15,15
"2,3,1,3,1,1,2,0,3,0,3,2",34,28,30,32,32
"3,2,0,0,3,2,1,3,2,2,1,3",35,27,28,32,28
"0,0,0,0,0,0,0,0,0,1,1,3",16,16,16,16,16
"0,0,0,0,0,0,0,0,0,3,0,0",16,15,15,15,15
"2,3,0,2,3,0,1,3,0,1,0,3",37,27,27,32,27
"3,2,0,0,3,2,1,3,2,2,3,1",34,27,28,32,28
"3,2,2,0,0,3,2,2,1,3,0,1",34,29,29,29,32
"0,3,2,1,1,2,2,2,3,1,1,3",27,23,26,26,26
"0,0,0,0,0,0,0,1,2,3,3,3",18,18,18,18,18
"2,3,0,3,0,0,2,1,3,1,2,3",34,27,28,32,29
"0,3,2,1,1,1,3,2,2,3,2,2",27,22,25,25,25
"3,2,1,1,3,2,3,1,0,2,2,0",35,28,30,32,32
"0,0,2,1,2,3,1,3,0,1,1,0",29,24,24,27,27
"0,3,2,3,0,2,1,3,2,1,3,2",37,27,28,32,28
"2,0,3,1,2,0,1,3,2,0,1,0",42,27,27,27,27
"2,3,1,1,3,1,1,2,3,3,2,2",27,23,26,26,26
"2,1,2,3,1,3,0,1,1,0,1,1",30,24,24,27,27
"3,2,3,1,1,2,0,0,3,2,1,3",37,32,32,32,35
"0,0,3,0,0,0,2,3,1,2,2,2",26,22,22,22,24
"3,2,0,0,3,2,1,3,2,1,3,2",37,27,28,32,28
"3,2,3,1,2,0,2,0,1,2,2,1",34,27,27,32,29
"3,0,0,0,2,3,1,2,2,2,2,2",26,22,22,22,24
"2,3,1,0,0,2,1,0,3,2,1,0",42,27,27,27,27
"3,0,3,1,2,0,2,1,0,1,2,0",35,27,27,32,27
"3,2,0,2,3,0,1,3,0,0,3,1",35,27,28,32,28
"3,0,2,2,2,3,0,0,1,3,2,1",33,28,28,28,31
"2,1,2,3,1,3,0,1,0,1,1,1",30,24,24,27,27
"0,3,2,1,1,1,3,2,3,2,2,3",28,23,26,26,26
"0,0,0,0,0,0,0,0,1,0,2,2",16,15,15,15,15
"0,0,0,0,3,0,2,3,1,2,2,2",26,22,22,22,24
"0,0,0,3,0,0,2,3,1,2,2,0",29,23,23,23,25
"0,0,0,0,0,0,0,0,0,2,3,0",19,17,17,17,17
"3,2,1,2,3,1,3,0,1,0,3,1",37,28,29,32,32
"2,3,0,0,3,3,2,1,0,1,2,0",33,27,27,32,29
"3,2,3,1,2,3,1,2,3,2,3,2",35,26,27,31,27
"2,3,0,2,3,1,0,3,1,0,0,3",37,27,27,32,27
"2,0,2,1,3,0,3,1,0,2,1,0",36,27,27,32,27
"2,3,0,1,2,0,3,1,2,0,1,0",42,27,27,27,27
"3,2,1,2,3,1,3,0,1,0,1,3",36,28,29,32,32
"0,0,1,1,1,1,3,1,2,3,0,2",27,23,23,23,25
"3,2,3,1,2,3,1,2,3,2,2,3",34,26,27,31,27
"3,2,0,1,2,0,1,3,0,2,1,0",42,27,27,27,27
"2,3,0,1,2,0,1,0,3,2,1,0",42,27,27,27,27
"2,1,0,3,0,2,1,0,3,2,1,0",42,27,27,27,27
"2,0,3,1,0,2,3,1,0,2,1,0",42,27,27,27,27
"2,3,0,0,3,0,2,1,3,1,2,3",34,27,27,32,29
"0,0,1,1,3,1,1,1,2,3,0,2",27,23,23,23,25
"2,1,3,0,2,1,0,0,3,2,1,0",42,27,27,27,27
"2,3,1,1,2,2,3,0,1,0,3,1",35,28,29,31,32
"0,0,0,0,0,0,0,0,0,0,2,2",14,14,14,14,14
"0,0,0,0,0,0,0,1,2,2,2,3",18,18,18,18,18
"0,0,0,0,0,0,0,0,3,1,1,3",18,17,18,18,18
"0,3,2,1,2,1,1,1,3,2,2,3",28,23,26,26,26
"3,2,2,0,0,3,1,1,2,3,0,2",35,30,30,30,33
"3,2,3,1,2,0,2,0,1,2,1,2",35,27,27,32,29
"2,1,0,3,2,1,0,3,2,1,0,0",42,27,27,27,27
"2,3,1,1,3,3,2,0,1,2,1,0",34,28,29,32,32
"0,0,0,0,0,0,0,0,3,3,3,3",15,15,15,15,15
"3,2,1,1,3,2,3,0,2,0,2,2",33,26,28,30,30
"3,2,1,1,3,2,3,0,2,2,0,0",32,26,28,30,30
"2,1,2,3,0,3,1,0,0,1,0,0",31,24,24,27,27
"1,0,2,3,1,1,2,1,3,2,3,2",31,24,24,27,27
"2,3,1,3,2,1,0,3,1,0,3,1",39,28,29,34,30
"0,0,0,0,0,0,0,0,0,2,2,2",14,14,14,14,14
"0,0,0,0,0,0,0,0,0,3,2,3",19,18,18,18,18
"2,3,1,2,1,2,3,0,1,0,1,3",36,28,29,31,32
"3,2,1,1,3,2,3,0,1,1,0,2",36,29,30,33,33
"0,2,3,1,1,3,3,3,2,1,2,1",27,23,26,26,26
"0,2,3,1,3,1,1,1,2,3,2,3",28,23,26,26,26
"2,1,0,3,2,1,0,3,2,0,1,0",42,27,27,27,27
"0,0,0,0,0,0,0,0,2,2,0,0",15,15,15,15,15
"3,0,3,1,2,0,2,1,0,3,1,0",37,28,28,33,28
"2,3,1,2,1,1,1,3,2,2,3,3",28,23,26,26,26
"0,0,1,1,3,1,1,2,3,0,2,2",27,23,23,23,25
"0,0,0,3,2,3,1,2,0,0,0,1",29,24,24,26,27
"0,0,0,1,3,1,1,2,3,0,2,2",27,23,23,23,25
"3,0,2,1,3,0,2,1,0,2,1,0",42,27,27,27,27
"2,1,2,3,1,3,0,1,1,1,0,0",29,24,24,27,27
"2,3,1,1,3,3,3,2,1,2,1,1",27,23,26,26,26
"2,3,1,1,2,2,3,0,1,1,0,3",33,28,29,31,32
"3,2,0,0,2,3,1,2,3,2,1,3",35,27,28,32,28
"1,3,0,2,2,3,0,0,1,3,2,1",35,29,29,29,32
"0,0,3,2,0,3,0,2,3,0,0,3",30,23,23,27,23
"0,0,0,0,0,0,0,0,0,1,0,2",16,15,15,15,15
"0,3,2,1,1,1,3,2,3,2,2,2",27,22,25,25,25
"3,2,3,1,2,0,0,1,1,1,1,1",29,24,24,26,27
"2,3,1,0,2,0,3,1,2,0,1,0",42,27,27,27,27
"2,1,3,0,2,1,0,3,2,1,0,0",42,27,27,27,27
"0,0,0,0,0,0,0,1,1,2,2,1",16,16,16,16,16
"1,3,2,3,0,2,1,0,2,0,1,2",37,28,28,33,29
"0,0,1,0,3,0,0,0,2,3,1,2",28,23,23,23,25
"0,0,0,3,2,3,1,2,0,1,1,1",29,24,24,25,27
"0,3,2,1,0,3,2,1,0,2,1,0",42,27,27,27,27
"3,2,1,1,3,2,3,2,0,1,1,0",34,28,30,32,32
"0,0,2,2,3,1,0,1,3,0,0,3",29,24,24,27,27
"0,0,2,2,3,1,0,1,3,0,3,0",30,24,24,27,27
"0,2,1,2,3,0,3,1,0,0,1,0",31,24,24,27,27
"3,2,1,1,1,3,2,2,2,2,2,3",26,22,25,25,25
"0,3,2,1,1,1,3,2,3,2,3,2",29,23,26,26,26
"2,0,3,0,2,3,1,2,3,1,2,3",36,27,27,32,27
"2,3,0,2,3,0,1,3,0,3,1,0",37,27,27,32,27
